,Station,Year,Month,Max Temp,Min Temp,Rainfall(mm),Humidity (percent),Wind Speed (m/s),Cloud Coverage (Octs),Sunshine (Hours),Station Number
34,Barisal,1951,11,31.1,20.0,31.0,73.0,0.3129629629629628,2.5,7.851063829787234,41950
35,Barisal,1951,12,31.7,15.7,0.0,68.0,0.3370370370370369,2.1,7.725531914893615,41950
36,Barisal,1952,1,26.6,12.3,2.0,77.0,0.4537037037037035,1.0,7.831914893617018,41950
37,Barisal,1952,2,30.6,15.2,8.0,75.0,0.6592592592592591,1.5,8.314893617021276,41950
38,Barisal,1952,3,33.3,20.2,33.0,73.0,1.0851851851851853,2.4,8.131914893617022,41950
39,Barisal,1952,4,34.0,23.9,85.0,78.0,1.7722222222222228,3.7,8.219148936170217,41950
40,Barisal,1952,5,33.6,25.0,196.0,81.0,1.7037037037037035,4.7,7.0468085106382965,41950
41,Barisal,1952,6,32.9,25.7,406.0,87.0,1.6314814814814815,6.2,4.072340425531915,41950
42,Barisal,1952,7,31.2,25.6,414.0,88.0,1.5703703703703698,6.5,3.7382978723404254,41950
43,Barisal,1952,8,31.4,25.7,349.0,88.0,1.3296296296296295,6.4,4.272340425531916,41950
44,Barisal,1952,9,32.5,25.5,275.0,87.0,0.9370370370370368,5.6,4.823404255319147,41950
45,Barisal,1952,10,32.0,23.8,171.0,85.0,0.4907407407407408,3.6,7.0,41950
46,Barisal,1952,11,30.7,18.8,35.0,80.0,0.3129629629629628,2.0,7.851063829787234,41950
47,Barisal,1952,12,27.8,13.7,4.0,63.0,0.3370370370370369,1.0,7.725531914893615,41950
48,Barisal,1953,1,30.0,13.3,10.0,75.0,0.4537037037037035,1.6,7.831914893617018,41950
49,Barisal,1953,2,32.8,15.5,3.0,75.0,0.6592592592592591,2.2,8.314893617021276,41950
50,Barisal,1953,3,35.0,22.9,3.0,78.0,1.0851851851851853,3.1,8.131914893617022,41950
51,Barisal,1953,4,36.7,25.1,46.0,76.0,1.7722222222222228,3.9,8.219148936170217,41950
52,Barisal,1953,5,36.1,25.2,339.0,81.0,1.7037037037037035,5.3,7.0468085106382965,41950
53,Barisal,1953,6,35.6,25.2,715.0,88.0,1.6314814814814815,7.3,4.072340425531915,41950
54,Barisal,1953,7,35.0,25.5,526.0,91.0,1.5703703703703698,6.9,3.7382978723404254,41950
55,Barisal,1953,8,36.7,25.7,167.0,87.0,1.3296296296296295,6.1,4.272340425531916,41950
56,Barisal,1953,9,35.0,25.7,174.0,87.0,0.9370370370370368,5.6,4.823404255319147,41950
57,Barisal,1953,10,33.1,24.3,45.0,80.0,0.4907407407407408,3.0,7.0,41950
58,Barisal,1953,11,30.6,19.1,0.0,77.0,0.3129629629629628,1.4,7.851063829787234,41950
59,Barisal,1953,12,29.4,16.1,0.0,76.0,0.3370370370370369,0.6,7.725531914893615,41950
60,Barisal,1954,1,27.8,12.7,0.0,72.0,0.4537037037037035,0.5,7.831914893617018,41950
61,Barisal,1954,2,33.4,17.9,3.0,73.0,0.6592592592592591,1.0,8.314893617021276,41950
62,Barisal,1954,3,36.7,20.5,56.0,65.0,1.0851851851851853,1.4,8.131914893617022,41950
63,Barisal,1954,4,37.1,25.6,14.0,72.0,1.7722222222222228,3.0,8.219148936170217,41950
64,Barisal,1954,5,37.1,26.3,70.0,74.0,1.7037037037037035,3.8,7.0468085106382965,41950
65,Barisal,1954,6,36.0,25.4,500.0,86.0,1.6314814814814815,6.4,4.072340425531915,41950
66,Barisal,1954,7,33.0,25.8,260.0,85.0,1.5703703703703698,5.6,3.7382978723404254,41950
67,Barisal,1954,8,33.8,26.4,360.0,87.0,1.3296296296296295,6.6,4.272340425531916,41950
68,Barisal,1954,9,34.1,26.4,144.0,88.0,0.9370370370370368,5.6,4.823404255319147,41950
69,Barisal,1954,10,33.2,23.7,169.0,86.0,0.4907407407407408,4.3,7.0,41950
70,Barisal,1954,11,29.7,17.7,1.0,76.0,0.3129629629629628,1.0,7.851063829787234,41950
71,Barisal,1954,12,29.3,15.2,6.0,78.0,0.3370370370370369,2.1,7.725531914893615,41950
72,Barisal,1955,1,26.6,12.3,2.0,77.0,0.4537037037037035,1.0,7.831914893617018,41950
73,Barisal,1955,2,30.5,15.2,8.0,75.0,0.6592592592592591,1.5,8.314893617021276,41950
74,Barisal,1955,3,33.3,20.2,33.0,73.0,1.0851851851851853,2.4,8.131914893617022,41950
75,Barisal,1955,4,34.0,23.9,85.0,78.0,1.7722222222222228,3.7,8.219148936170217,41950
76,Barisal,1955,5,33.6,25.0,196.0,81.0,1.7037037037037035,4.7,7.0468085106382965,41950
77,Barisal,1955,6,32.9,25.7,406.0,87.0,1.6314814814814815,6.2,4.072340425531915,41950
78,Barisal,1955,7,31.2,25.6,414.0,88.0,1.5703703703703698,6.5,3.7382978723404254,41950
79,Barisal,1955,8,31.4,25.7,349.0,88.0,1.3296296296296295,6.4,4.272340425531916,41950
80,Barisal,1955,9,32.5,25.5,275.0,87.0,0.9370370370370368,5.6,4.823404255319147,41950
81,Barisal,1955,10,32.0,23.8,171.0,85.0,0.4907407407407408,3.6,7.0,41950
82,Barisal,1955,11,30.7,18.8,35.0,80.0,0.3129629629629628,2.0,7.851063829787234,41950
83,Barisal,1955,12,27.8,13.7,4.0,63.0,0.3370370370370369,1.0,7.725531914893615,41950
84,Barisal,1956,1,29.4,14.3,17.0,74.0,0.4537037037037035,0.4,7.831914893617018,41950
85,Barisal,1956,2,32.8,14.9,0.0,69.0,0.6592592592592591,1.2,8.314893617021276,41950
86,Barisal,1956,3,36.7,21.5,20.0,72.0,1.0851851851851853,1.8,8.131914893617022,41950
87,Barisal,1956,4,37.2,24.3,92.0,77.0,1.7722222222222228,2.6,8.219148936170217,41950
88,Barisal,1956,5,34.4,26.2,343.0,83.0,1.7037037037037035,5.6,7.0468085106382965,41950
89,Barisal,1956,6,32.2,25.2,784.0,87.0,1.6314814814814815,6.3,4.072340425531915,41950
90,Barisal,1956,7,33.8,25.8,319.0,86.0,1.5703703703703698,5.7,3.7382978723404254,41950
91,Barisal,1956,8,33.3,26.0,497.0,87.0,1.3296296296296295,5.6,4.272340425531916,41950
92,Barisal,1956,9,33.4,25.7,700.0,85.0,0.9370370370370368,4.8,4.823404255319147,41950
93,Barisal,1956,10,33.8,24.5,184.0,84.0,0.4907407407407408,3.3,7.0,41950
94,Barisal,1956,11,31.3,20.0,46.0,81.0,0.3129629629629628,1.3,7.851063829787234,41950
95,Barisal,1956,12,29.5,14.9,0.0,79.0,0.3370370370370369,0.2,7.725531914893615,41950
96,Barisal,1957,1,30.1,15.1,104.0,80.0,0.4537037037037035,1.0,7.831914893617018,41950
97,Barisal,1957,2,30.6,16.3,13.0,80.0,0.6592592592592591,1.6,8.314893617021276,41950
98,Barisal,1957,3,36.6,20.0,0.0,70.0,1.0851851851851853,1.8,8.131914893617022,41950
99,Barisal,1957,4,37.3,24.9,1.0,85.0,1.7722222222222228,2.3,8.219148936170217,41950
100,Barisal,1957,5,36.2,26.7,22.0,77.0,1.7037037037037035,4.2,7.0468085106382965,41950
101,Barisal,1957,6,35.5,26.5,244.0,83.0,1.6314814814814815,5.3,4.072340425531915,41950
102,Barisal,1957,7,33.3,26.0,564.0,87.0,1.5703703703703698,5.8,3.7382978723404254,41950
103,Barisal,1957,8,35.5,26.3,286.0,87.0,1.3296296296296295,5.3,4.272340425531916,41950
104,Barisal,1957,9,34.4,26.3,216.0,86.0,0.9370370370370368,5.3,4.823404255319147,41950
105,Barisal,1957,10,33.2,24.4,52.0,80.0,0.4907407407407408,3.2,7.0,41950
106,Barisal,1957,11,30.7,18.5,0.0,73.0,0.3129629629629628,0.9,7.851063829787234,41950
107,Barisal,1957,12,29.4,14.8,0.0,76.0,0.3370370370370369,0.2,7.725531914893615,41950
108,Barisal,1958,1,31.1,15.5,0.0,77.0,0.4537037037037035,1.7,7.831914893617018,41950
109,Barisal,1958,2,30.5,16.6,12.0,75.0,0.6592592592592591,2.3,8.314893617021276,41950
110,Barisal,1958,3,33.6,16.5,51.0,73.0,1.0851851851851853,2.4,8.131914893617022,41950
111,Barisal,1958,4,36.6,24.5,129.0,79.0,1.7722222222222228,3.0,8.219148936170217,41950
112,Barisal,1958,5,36.1,26.2,289.0,83.0,1.7037037037037035,4.0,7.0468085106382965,41950
113,Barisal,1958,6,35.5,27.0,171.0,84.0,1.6314814814814815,4.9,4.072340425531915,41950
114,Barisal,1958,7,33.3,26.2,414.0,90.0,1.5703703703703698,6.0,3.7382978723404254,41950
115,Barisal,1958,8,33.4,26.1,268.0,88.0,1.3296296296296295,5.6,4.272340425531916,41950
116,Barisal,1958,9,34.4,26.0,321.0,85.0,0.9370370370370368,5.4,4.823404255319147,41950
117,Barisal,1958,10,33.8,25.5,208.0,86.0,0.4907407407407408,3.3,7.0,41950
118,Barisal,1958,11,32.2,21.2,0.0,86.0,0.3129629629629628,1.7,7.851063829787234,41950
119,Barisal,1958,12,28.8,16.7,0.0,78.0,0.3370370370370369,0.8,7.725531914893615,41950
120,Barisal,1959,1,29.9,14.5,24.0,77.0,0.4537037037037035,1.4,7.831914893617018,41950
121,Barisal,1959,2,30.5,15.6,5.0,80.0,0.6592592592592591,1.0,8.314893617021276,41950
122,Barisal,1959,3,36.4,20.6,59.0,72.0,1.0851851851851853,1.5,8.131914893617022,41950
123,Barisal,1959,4,37.2,24.9,59.0,74.0,1.7722222222222228,3.2,8.219148936170217,41950
124,Barisal,1959,5,36.1,25.6,258.0,79.0,1.7037037037037035,4.6,7.0468085106382965,41950
125,Barisal,1959,6,34.6,25.8,377.0,85.0,1.6314814814814815,5.4,4.072340425531915,41950
126,Barisal,1959,7,33.8,25.8,751.0,87.0,1.5703703703703698,6.5,3.7382978723404254,41950
127,Barisal,1959,8,32.7,25.8,621.0,87.0,1.3296296296296295,6.1,4.272340425531916,41950
128,Barisal,1959,9,33.8,25.3,608.0,91.0,0.9370370370370368,5.7,4.823404255319147,41950
129,Barisal,1959,10,32.3,24.3,475.0,87.0,0.4907407407407408,4.4,7.0,41950
130,Barisal,1959,11,29.9,18.5,0.0,79.0,0.3129629629629628,0.6,7.851063829787234,41950
131,Barisal,1959,12,27.2,14.8,0.0,78.0,0.3370370370370369,0.8,7.725531914893615,41950
132,Barisal,1960,1,27.3,12.8,0.0,71.0,0.3,1.3,7.831914893617018,41950
133,Barisal,1960,2,32.7,16.5,0.0,77.0,0.1,0.5,8.314893617021276,41950
134,Barisal,1960,3,34.9,19.6,36.0,69.0,0.6,1.8,8.131914893617022,41950
135,Barisal,1960,4,36.6,24.9,13.0,71.0,1.0,1.8,8.219148936170217,41950
136,Barisal,1960,5,37.2,26.4,324.0,76.0,1.1,4.2,7.0468085106382965,41950
137,Barisal,1960,6,34.4,26.5,433.0,84.0,0.6,5.0,4.072340425531915,41950
138,Barisal,1960,7,32.8,25.5,716.0,89.0,0.4,6.0,3.7382978723404254,41950
139,Barisal,1960,8,33.6,26.6,823.0,88.0,0.4,6.2,4.272340425531916,41950
140,Barisal,1960,9,34.0,25.9,650.0,88.0,0.3,5.4,4.823404255319147,41950
141,Barisal,1960,10,33.8,24.1,316.0,80.0,1.6,2.5,7.0,41950
142,Barisal,1960,11,31.7,18.8,79.0,74.0,0.3,1.3,7.851063829787234,41950
143,Barisal,1960,12,28.3,15.1,0.0,75.0,0.1,0.8,7.725531914893615,41950
144,Barisal,1961,1,28.8,14.5,8.0,73.0,0.2,1.7,7.831914893617018,41950
145,Barisal,1961,2,31.6,14.9,43.0,70.0,0.3,2.2,8.314893617021276,41950
146,Barisal,1961,3,34.4,22.8,51.0,79.0,0.9,2.9,8.131914893617022,41950
147,Barisal,1961,4,37.2,24.8,44.0,79.0,0.8,2.9,8.219148936170217,41950
148,Barisal,1961,5,36.6,25.5,303.0,81.0,1.2,3.6,7.0468085106382965,41950
149,Barisal,1961,6,36.1,25.7,553.0,86.0,0.5,5.9,4.072340425531915,41950
150,Barisal,1961,7,34.4,26.2,244.0,83.0,0.5,5.6,3.7382978723404254,41950
151,Barisal,1961,8,33.8,26.0,529.0,86.0,0.3,5.5,4.272340425531916,41950
152,Barisal,1961,9,33.3,26.0,206.0,85.0,0.5,5.4,4.823404255319147,41950
153,Barisal,1961,10,33.3,24.6,108.0,82.0,0.3,3.2,7.0,41950
154,Barisal,1961,11,31.8,19.3,0.0,75.0,0.2,1.2,7.851063829787234,41950
155,Barisal,1961,12,26.6,12.6,0.0,82.0,0.2,0.2,7.725531914893615,41950
156,Barisal,1962,1,28.3,11.6,0.0,74.0,0.3,0.5,7.831914893617018,41950
157,Barisal,1962,2,31.6,16.2,44.0,70.0,0.2,2.1,8.314893617021276,41950
158,Barisal,1962,3,37.2,19.9,0.0,58.0,0.2,0.6,8.131914893617022,41950
159,Barisal,1962,4,36.6,24.6,1.0,72.0,1.6,2.7,8.219148936170217,41950
160,Barisal,1962,5,36.1,24.4,134.0,75.0,1.4,4.4,7.0468085106382965,41950
161,Barisal,1962,6,34.8,25.7,325.0,84.0,1.4,6.5,4.072340425531915,41950
162,Barisal,1962,7,34.4,26.6,421.0,84.0,1.2,5.7,3.7382978723404254,41950
163,Barisal,1962,8,35.6,26.2,229.0,87.0,0.9,5.8,4.272340425531916,41950
164,Barisal,1962,9,33.8,26.3,333.0,85.0,1.5,5.4,4.823404255319147,41950
165,Barisal,1962,10,32.7,24.3,154.0,82.0,0.6,3.7,7.0,41950
166,Barisal,1962,11,30.5,18.9,262.0,75.0,0.1,0.6,7.851063829787234,41950
167,Barisal,1962,12,27.7,14.5,0.0,71.0,0.2,0.8,7.725531914893615,41950
168,Barisal,1963,1,27.7,12.2,0.0,67.0,0.2,0.5,7.831914893617018,41950
169,Barisal,1963,2,32.7,17.3,0.0,65.0,0.2,0.9,8.314893617021276,41950
170,Barisal,1963,3,36.6,20.2,260.0,61.0,0.6,1.4,8.131914893617022,41950
171,Barisal,1963,4,35.5,23.3,54.0,72.0,0.9,3.5,8.219148936170217,41950
172,Barisal,1963,5,34.9,24.6,252.0,87.0,0.9,4.7,7.0468085106382965,41950
173,Barisal,1963,6,34.9,26.2,232.0,88.0,1.1,5.7,4.072340425531915,41950
174,Barisal,1963,7,32.7,26.2,372.0,87.0,0.7,5.6,3.7382978723404254,41950
175,Barisal,1963,8,36.1,26.0,234.0,87.0,0.7,5.5,4.272340425531916,41950
176,Barisal,1963,9,34.4,26.1,274.0,86.0,0.6,4.6,4.823404255319147,41950
177,Barisal,1963,10,33.4,24.6,385.0,86.0,0.5,3.4,7.0,41950
178,Barisal,1963,11,31.1,19.0,0.0,78.0,0.2,1.0,7.851063829787234,41950
179,Barisal,1963,12,29.4,15.3,0.0,77.0,0.1,0.6,7.725531914893615,41950
180,Barisal,1964,1,26.6,12.3,0.0,77.0,0.4,0.9,7.831914893617018,41950
181,Barisal,1964,2,30.6,15.2,2.0,75.0,0.8,1.9,8.314893617021276,41950
182,Barisal,1964,3,33.3,20.2,3.0,73.0,1.2,2.2,8.131914893617022,41950
183,Barisal,1964,4,34.0,23.9,52.0,78.0,2.1,4.2,8.219148936170217,41950
184,Barisal,1964,5,33.6,25.0,47.0,81.0,1.6,4.0,7.0468085106382965,41950
185,Barisal,1964,6,32.9,25.7,225.0,87.0,2.8,6.3,4.072340425531915,41950
186,Barisal,1964,7,31.2,25.6,318.0,88.0,1.9,7.2,3.7382978723404254,41950
187,Barisal,1964,8,31.4,25.7,254.0,88.0,2.0,6.9,4.272340425531916,41950
188,Barisal,1964,9,32.5,25.5,148.0,87.0,1.0,6.5,4.823404255319147,41950
189,Barisal,1964,10,32.0,23.8,214.0,85.0,0.9,5.5,7.0,41950
190,Barisal,1964,11,30.7,18.8,78.0,80.0,0.5,2.6,7.851063829787234,41950
191,Barisal,1964,12,27.8,13.7,0.0,63.0,0.2,1.3,7.725531914893615,41950
192,Barisal,1965,1,26.6,12.3,0.0,80.0,0.1,1.5,7.831914893617018,41950
193,Barisal,1965,2,30.5,15.2,44.0,76.0,0.5,1.8,8.314893617021276,41950
194,Barisal,1965,3,33.3,20.2,34.0,74.0,0.5,2.4,8.131914893617022,41950
195,Barisal,1965,4,34.0,23.9,53.0,79.0,1.2,5.1,8.219148936170217,41950
196,Barisal,1965,5,33.6,25.0,127.0,81.0,1.3,4.6,7.0468085106382965,41950
197,Barisal,1965,6,32.9,25.7,407.0,87.0,1.8,7.1,4.072340425531915,41950
198,Barisal,1965,7,31.2,25.6,185.0,89.0,2.2,7.0,3.7382978723404254,41950
199,Barisal,1965,8,31.4,25.7,346.0,89.0,1.3,7.0,4.272340425531916,41950
200,Barisal,1965,9,32.5,25.5,179.0,88.0,1.0,6.4,4.823404255319147,41950
201,Barisal,1965,10,32.0,23.8,171.0,85.0,0.4,5.0,7.0,41950
202,Barisal,1965,11,30.7,18.8,1.0,80.0,0.2,1.9,7.851063829787234,41950
203,Barisal,1965,12,27.8,13.7,16.0,81.0,0.6,3.3,7.725531914893615,41950
204,Barisal,1966,1,26.6,12.3,19.0,82.0,0.5,2.7,7.831914893617018,41950
205,Barisal,1966,2,30.5,15.2,0.0,77.0,0.4,0.5,8.314893617021276,41950
206,Barisal,1966,3,33.3,20.2,0.0,77.0,1.1,3.2,8.131914893617022,41950
207,Barisal,1966,4,34.0,23.9,1.0,80.0,2.0,4.5,8.219148936170217,41950
208,Barisal,1966,5,33.6,25.0,175.0,79.0,1.6,3.9,7.0468085106382965,41950
209,Barisal,1966,6,32.9,25.7,416.0,88.0,1.9,5.6,4.072340425531915,41950
210,Barisal,1966,7,31.2,25.6,328.0,87.0,1.5,7.2,3.7382978723404254,41950
211,Barisal,1966,8,31.4,25.7,434.0,90.0,1.2,7.8,4.272340425531916,41950
212,Barisal,1966,9,32.7,25.7,311.0,88.0,1.5,6.8,4.823404255319147,41950
213,Barisal,1966,10,32.0,23.8,317.0,87.0,0.5,3.6,7.0,41950
214,Barisal,1966,11,30.7,18.8,26.0,82.0,0.2,2.9,7.851063829787234,41950
215,Barisal,1966,12,27.8,13.7,53.0,82.0,0.3,2.1,7.725531914893615,41950
216,Barisal,1967,1,26.6,12.3,42.0,78.0,0.4,2.7,8.1,41950
217,Barisal,1967,2,33.8,15.6,0.0,75.0,0.7,0.7,8.1,41950
218,Barisal,1967,3,33.4,19.0,92.0,76.0,1.2,3.3,7.5,41950
219,Barisal,1967,4,36.9,23.0,105.0,74.0,1.6,2.9,7.8,41950
220,Barisal,1967,5,35.8,25.3,71.0,80.0,2.0,4.3,7.3,41950
221,Barisal,1967,6,34.7,25.5,159.0,88.0,1.9,5.7,5.2,41950
222,Barisal,1967,7,32.9,24.3,292.0,91.0,1.5,6.6,4.1,41950
223,Barisal,1967,8,32.8,25.6,228.0,90.0,1.8,6.5,4.1,41950
224,Barisal,1967,9,33.5,25.2,547.0,90.0,1.5,6.0,3.6,41950
225,Barisal,1967,10,32.8,22.7,342.0,83.0,0.6,2.7,7.2,41950
226,Barisal,1967,11,29.4,15.3,0.0,77.0,0.3,1.0,8.7,41950
227,Barisal,1967,12,28.1,13.1,0.0,75.0,0.4,1.6,8.1,41950
228,Barisal,1968,1,28.9,12.2,0.0,75.0,0.6,0.9,8.0,41950
229,Barisal,1968,2,31.1,15.0,14.0,73.0,0.7,1.9,8.1,41950
230,Barisal,1968,3,36.7,19.3,86.0,69.0,1.1,2.8,7.2,41950
231,Barisal,1968,4,35.9,23.4,64.0,77.0,1.8,4.1,7.8,41950
232,Barisal,1968,5,37.6,24.9,246.0,79.0,2.3,5.9,7.7,41950
233,Barisal,1968,6,32.5,24.7,847.0,90.0,1.2,7.1,2.3,41950
234,Barisal,1968,7,35.2,25.5,422.0,89.0,1.8,7.0,3.6,41950
235,Barisal,1968,8,36.1,25.5,331.0,89.0,1.1,6.8,2.7,41950
236,Barisal,1968,9,37.7,25.8,159.0,86.0,1.0,6.1,5.3,41950
237,Barisal,1968,10,35.0,23.1,231.0,86.0,0.6,4.9,7.2,41950
238,Barisal,1968,11,30.8,18.1,12.0,80.0,0.3,3.2,7.9,41950
239,Barisal,1968,12,29.7,12.2,0.0,78.0,0.6,1.3,6.2,41950
240,Barisal,1969,1,27.9,10.6,0.0,74.0,0.6,1.0,8.3,41950
241,Barisal,1969,2,34.2,14.9,0.0,69.0,0.7,1.4,8.5,41950
242,Barisal,1969,3,35.0,20.9,107.0,77.0,1.2,3.6,7.8,41950
243,Barisal,1969,4,36.4,23.5,82.0,77.0,1.8,3.9,7.6,41950
244,Barisal,1969,5,35.8,25.1,55.0,77.0,0.9,4.7,7.8,41950
245,Barisal,1969,6,33.1,26.3,347.0,89.0,1.3,7.1,2.9,41950
246,Barisal,1969,7,31.9,25.5,487.0,91.0,1.5,6.9,4.0,41950
247,Barisal,1969,8,33.2,25.4,546.0,91.0,1.2,7.0,2.8,41950
248,Barisal,1969,9,34.3,26.0,366.0,87.0,1.3,5.6,5.9,41950
249,Barisal,1969,10,33.8,23.7,45.0,84.0,0.4,3.7,8.7,41950
250,Barisal,1969,11,32.8,18.2,22.0,80.0,0.3,1.9,9.0,41950
251,Barisal,1969,12,28.1,12.9,0.0,78.0,0.5,1.6,9.2,41950
252,Barisal,1970,1,26.7,11.6,0.0,78.0,0.5,2.1,8.7,41950
253,Barisal,1970,2,31.6,15.3,24.0,74.0,0.6,2.1,8.9,41950
254,Barisal,1970,3,35.4,21.1,5.0,74.0,1.7,3.1,8.4,41950
255,Barisal,1970,4,35.0,24.3,91.0,80.0,2.0,3.6,8.6,41950
256,Barisal,1970,5,35.6,26.2,124.0,80.0,2.3,5.2,8.0,41950
257,Barisal,1970,6,33.7,25.6,408.0,89.0,2.3,6.7,3.9,41950
258,Barisal,1970,7,34.4,25.7,530.0,90.0,1.8,6.7,3.4,41950
259,Barisal,1970,8,33.3,25.9,317.0,88.0,1.3,6.3,5.2,41950
260,Barisal,1970,9,32.8,25.7,571.0,89.0,1.2,5.7,5.1,41950
261,Barisal,1970,10,33.1,24.0,253.0,87.0,1.5,4.2,7.4,41950
262,Barisal,1970,11,31.2,18.5,90.0,80.0,0.8,2.6,8.5,41950
263,Barisal,1970,12,27.2,12.2,0.0,76.0,0.5,0.2,9.8,41950
264,Barisal,1971,1,27.9,13.2,7.0,77.0,0.4,1.9,8.6,41950
265,Barisal,1971,2,31.4,14.7,1.0,75.0,0.6,1.7,8.4,41950
266,Barisal,1971,3,34.7,18.7,6.0,73.0,0.9,1.2,8.8,41950
267,Barisal,1971,4,34.1,23.6,138.0,78.0,1.4,4.6,8.3,41950
268,Barisal,1971,5,35.2,24.0,286.0,81.0,1.5,5.0,7.1,41950
269,Barisal,1971,6,32.8,25.4,503.0,87.0,3.1,6.9,4.1,41950
270,Barisal,1971,7,32.8,25.7,250.0,88.0,3.1,7.1,3.7,41950
271,Barisal,1971,8,31.4,25.2,351.0,88.0,1.7,6.8,4.3,41950
272,Barisal,1971,9,33.9,25.5,394.0,87.0,1.8,5.7,4.9,41950
273,Barisal,1971,10,33.4,24.5,152.0,85.0,1.3,5.3,7.2,41950
274,Barisal,1971,11,30.1,17.7,114.0,80.0,1.0,2.3,9.3,41950
275,Barisal,1971,12,28.6,13.4,0.0,63.0,0.9,1.7,9.2,41950
276,Barisal,1972,1,28.3,12.1,0.0,77.0,0.5,0.7,10.1,41950
277,Barisal,1972,2,31.4,13.3,58.0,74.0,1.1,1.8,9.6,41950
278,Barisal,1972,3,35.0,20.4,0.0,72.0,1.3,2.2,10.2,41950
279,Barisal,1972,4,37.2,23.7,121.0,77.0,2.0,4.1,10.5,41950
280,Barisal,1972,5,36.1,26.1,130.0,81.0,2.8,4.3,8.9,41950
281,Barisal,1972,6,36.4,26.1,262.0,85.0,1.8,5.9,6.3,41950
282,Barisal,1972,7,35.1,26.2,248.0,88.0,1.7,6.4,4.8,41950
283,Barisal,1972,8,33.4,25.1,458.0,90.0,1.6,6.7,4.4,41950
284,Barisal,1972,9,34.7,26.0,90.0,84.0,0.6,5.2,8.1,41950
285,Barisal,1972,10,33.9,23.3,29.0,84.0,0.3,3.0,8.8,41950
286,Barisal,1972,11,32.6,18.4,0.0,78.0,0.3,2.3,9.6,41950
